Title,Category,Rating,Price,Stock
A Gentleman's Position (Society of Gentlemen #3),Romance,5,14.75,11
11/22/63,Fiction,3,48.48,11
"10% Happier: How I Tamed the Voice in My Head, Reduced Stress Without Losing My Edge, and Found Self-Help That Actually Works",Nonfiction,2,24.57,10
10-Day Green Smoothie Cleanse: Lose Up to 15 Pounds in 10 Days!,Health,5,49.71,10
Without Shame,Add a comment,5,48.27,9
Watchmen,Add a comment,4,58.05,9
Unlimited Intuition Now,Default,4,58.87,9
Underlying Notes,Default,2,11.82,9
The Shack,Fiction,1,28.03,9
The New Brand You: Your New Image Makes the Sale for You,Default,5,44.05,9
"The Moosewood Cookbook: Recipes from Moosewood Restaurant, Ithaca, New York",Food and Drink,4,12.34,9
The Flowers Lied,Default,2,16.68,9
"The Fabric of the Cosmos: Space, Time, and the Texture of Reality",Science,1,55.91,9
The Book of Mormon,Religion,3,24.57,9
The Art and Science of Low Carbohydrate Living,Health,5,52.98,9
The Alien Club,Young Adult,1,54.4,9
Suzie Snowflake: One beautiful flake (a self-esteem story),Novels,5,54.81,9
Nap-a-Roo,Childrens,1,25.08,9
"NaNo What Now? Finding your editing process, revising your NaNoWriMo book and building a writing career through publishing and beyond",Default,4,10.41,9
Modern Day Fables,Default,2,47.44,9
If I Gave You God's Phone Number....: Searching for Spirituality in America,Spirituality,1,20.91,9
"Fruits Basket, Vol. 9 (Fruits Basket #9)",Sequential Art,4,33.95,9
Dress Your Family in Corduroy and Denim,Humor,3,43.68,9
Don't Forget Steven,Young Adult,1,33.23,9
Chernobyl 01:23:40: The Incredible True Story of the World's Worst Nuclear Disaster,Nonfiction,2,35.92,9
Art and Fear: Observations on the Perils (and Rewards) of Artmaking,Art,4,48.63,9
A Shard of Ice (The Black Symphony Saga #1),Fantasy,3,56.63,9
A Hero's Curse (The Unseen Chronicles #1),Add a comment,3,50.49,9
23 Degrees South: A Tropical Tale of Changing Whether...,Add a comment,2,35.79,9
"Zero to One: Notes on Startups, or How to Build the Future",Nonfiction,3,34.06,8
Why Not Me?,Nonfiction,1,17.76,8
When Breath Becomes Air,Nonfiction,2,39.36,8
Vagabonding: An Uncommon Guide to the Art of Long-Term World Travel,Travel,2,36.94,8
The Unlikely Pilgrimage of Harold Fry (Harold Fry #1),Default,5,43.62,8
The New Drawing on the Right Side of the Brain,Art,3,43.02,8
"The Midnight Assassin: Panic, Scandal, and the Hunt for America's First Serial Killer",Nonfiction,4,28.45,8
The Martian (The Martian #1),Default,2,41.39,8
The High Mountains of Portugal,Fiction,1,51.15,8
The Grownup,Short Stories,1,35.88,8
The E-Myth Revisited: Why Most Small Businesses Don't Work and What to Do About It,Business,1,36.91,8
South of Sunshine,Young Adult,1,28.93,8
Smarter Faster Better: The Secrets of Being Productive in Life and Business,Nonfiction,5,38.89,8
Silence in the Dark (Logan Point #4),Suspense,3,58.33,8
Shadows of the Past (Logan Point #1),Christian Fiction,5,39.67,8
Roller Girl,Sequential Art,5,14.1,8
Rising Strong,Nonfiction,3,21.82,8
Proofs of God: Classical Arguments from Tertullian to Barth,Philosophy,1,54.21,8
Please Kill Me: The Uncensored Oral History of Punk,Music,4,31.19,8
Out of Print: City Lights Spotlight No. 14,Poetry,5,53.64,8
My Life Next Door (My Life Next Door ),Young Adult,5,36.39,8
Miller's Valley,Fiction,2,58.54,8
Man's Search for Meaning,Nonfiction,3,29.48,8
"Love That Boy: What Two Presidents, Eight Road Trips, and My Son Taught Me About a Parent's Expectations",Nonfiction,2,25.06,8
Living Forward: A Proven Plan to Stop Drifting and Get the Life You Want,Nonfiction,3,12.55,8
Les Fleurs du Mal,Poetry,5,29.04,8
Left Behind (Left Behind #1),Default,2,40.72,8
Kill 'Em and Leave: Searching for James Brown and the American Soul,Music,5,45.05,8
Kierkegaard: A Christian Missionary to Christians,Philosophy,1,47.13,8
John Vassos: Industrial Design for Modern Life,Default,4,20.22,8
I'll Give You the Sun,Default,1,56.48,8
I Will Find You,Nonfiction,1,44.21,8
Hystopia: A Novel,Fiction,4,21.96,8
Howl and Other Poems,Poetry,2,40.45,8
History of Beauty,Art,4,10.29,8
Heaven is for Real: A Little Boy's Astounding Story of His Trip to Heaven and Back,Default,2,52.86,8
Future Shock (Future Shock #1),Young Adult,5,55.65,8
Ender's Game (The Ender Quintet #1),Default,1,43.64,8
Diary of a Citizen Scientist: Chasing Tiger Beetles and Other New Ways of Engaging the World,Science,1,28.41,8
Death by Leisure: A Cautionary Tale,Default,4,37.51,8
Brilliant Beacons: A History of the American Lighthouse,History,3,11.45,8
Brazen: The Courage to Find the You That's Been Hiding,Nonfiction,2,19.22,8
Between the World and Me,Nonfiction,4,56.91,8
Being Mortal: Medicine and What Matters in the End,Nonfiction,4,55.06,8
"A Murder Over a Girl: Justice, Gender, Junior High",Nonfiction,3,13.2,8
32 Yolks,Food and Drink,2,53.63,8
"""Most Blessed of the Patriarchs"": Thomas Jefferson and the Empire of the Imagination",History,5,44.48,8
You Are a Badass: How to Stop Doubting Your Greatness and Start Living an Awesome Life,Self Help,3,12.08,7
Wildlife of New York: A Five-Borough Coloring Book,Default,2,22.14,7
What Happened on Beale Street (Secrets of the South Mysteries #2),Mystery,5,25.37,7
Unreasonable Hope: Finding Faith in the God Who Brings Purpose to Your Pain,Spirituality,2,46.33,7
Under the Tuscan Sun,Travel,3,37.33,7
Toddlers Are A**holes: It's Not Your Fault,Humor,1,25.55,7
The Year of Living Biblically: One Man's Humble Quest to Follow the Bible as Literally as Possible,Default,1,34.72,7
The Whale,Childrens,4,35.96,7
The Story of Art,Art,4,41.14,7
The Origin of Species,Science,4,10.01,7
The Great Gatsby,Default,4,36.05,7
The Good Girl,Default,3,49.03,7
The Glass Castle,Add a comment,1,16.24,7
The Faith of Christopher Hitchens: The Restless Soul of the World's Most Notorious Atheist,Biography,1,39.55,7
The Drowning Girls,Add a comment,3,35.67,7
The Constant Princess (The Tudor Court #1),Historical Fiction,3,16.62,7
The Bourne Identity (Jason Bourne #1),Fiction,4,42.78,7
The Bachelor Girl's Guide to Murder (Herringford and Watts Mysteries #1),Mystery,5,52.3,7
The Art Book,Art,2,32.34,7
The 7 Habits of Highly Effective People: Powerful Lessons in Personal Change,Default,4,33.17,7
Team of Rivals: The Political Genius of Abraham Lincoln,Add a comment,5,20.12,7
Steal Like an Artist: 10 Things Nobody Told You About Being Creative,Default,2,20.9,7
"Sit, Stay, Love",Romance,3,20.9,7
Sister Dear,Fiction,4,40.2,7
"Shrunken Treasures: Literary Classics, Short, Sweet, and Silly",Childrens,3,52.87,7
"Rich Dad, Poor Dad",Business,1,51.74,7
Raymie Nightingale,Childrens,2,34.41,7
Playing from the Heart,Childrens,1,32.38,7
Nightstruck: A Novel,Young Adult,4,50.35,7
"Naturally Lean: 125 Nourishing Gluten-Free, Plant-Based Recipes--All Under 300 Calories",Food and Drink,5,11.38,7
Meternity,Womens Fiction,3,43.58,7
Memoirs of a Geisha,Fiction,3,49.67,7
Like Never Before (Walker Family #2),Christian Fiction,2,28.77,7
Life of Pi,Default,4,13.22,7
Leave This Song Behind: Teen Poetry at Its Best,Poetry,5,51.17,7
King's Folly (The Kinsman Chronicles #1),Fantasy,5,39.61,7
John Adams,Add a comment,4,57.43,7
How to Cook Everything Vegetarian: Simple Meatless Recipes for Great Food (How to Cook Everything),Food and Drink,4,46.01,7
How to Be a Domestic Goddess: Baking and the Art of Comfort Cooking,Food and Drink,2,28.25,7
Good in Bed (Cannie Shapiro #1),Add a comment,5,37.05,7
"Fruits Basket, Vol. 7 (Fruits Basket #7)",Sequential Art,1,19.57,7
For the Love: Fighting for Grace in a World of Impossible Standards,Nonfiction,3,45.13,7
Finding God in the Ruins: How God Redeems Pain,Nonfiction,2,46.64,7
Every Heart a Doorway (Every Heart A Doorway #1),Fantasy,5,12.16,7
Delivering the Truth (Quaker Midwife Mystery #1),Mystery,4,20.89,7
Counted With the Stars (Out from Egypt #1),Christian Fiction,5,17.97,7
"Chronicles, Vol. 1",Music,2,52.6,7
Blue Like Jazz: Nonreligious Thoughts on Christian Spirituality,Christian,1,25.77,7
Benjamin Franklin: An American Life,Biography,3,48.19,7
"At The Existentialist Caf̩: Freedom, Being, and apricot cocktails with: Jean-Paul Sartre, Simone de Beauvoir, Albert Camus, Martin Heidegger, Edmund Husserl, Karl Jaspers, Maurice Merleau-Ponty and others",Philosophy,5,29.93,7
A Summer In Europe,Travel,2,44.34,7
A Short History of Nearly Everything,History,5,52.4,7
A Gathering of Shadows (Shades of Magic #2),Fantasy,4,44.81,7
The Sound Of Love,Default,5,57.84,6
The Rise and Fall of the Third Reich: A History of Nazi Germany,History,2,39.67,6
The Perks of Being a Wallflower,Default,3,55.02,6
The Mysterious Affair at Styles (Hercule Poirot #1),Mystery,4,24.8,6
The Man Who Mistook His Wife for a Hat and Other Clinical Tales,Nonfiction,4,59.45,6
The Makings of a Fatherless Child,Default,2,31.58,6
The Joy of Cooking,Add a comment,4,43.27,6
The Invention of Wings,Historical Fiction,1,37.34,6
The Hobbit (Middle-Earth Universe),Default,5,17.8,6
The Great Railway Bazaar,Travel,1,30.54,6
The Golden Compass (His Dark Materials #1),Add a comment,1,18.77,6
The God Delusion,Add a comment,3,46.85,6
The Girl You Left Behind (The Girl You Left Behind #1),Historical,1,15.79,6
The Fellowship of the Ring (The Lord of the Rings #1),Default,2,10.27,6
The Collected Poems of W.B. Yeats (The Collected Works of W.B. Yeats #1),Poetry,5,15.42,6
The Barefoot Contessa Cookbook,Food and Drink,5,59.92,6
Tell the Wolves I'm Home,Young Adult,2,50.96,6
Ship Leaves Harbor: Essays on Travel by a Recovering Journeyman,Default,3,30.6,6
Pride and Prejudice,Add a comment,4,19.27,6
Musicophilia: Tales of Music and the Brain,Default,1,46.58,6
Mere Christianity,Add a comment,3,48.51,6
Me Before You (Me Before You #1),Fiction,1,19.02,6
In the Woods (Dublin Murder Squad #1),Mystery,2,38.38,6
In Cold Blood,Nonfiction,4,49.98,6
How to Stop Worrying and Start Living,Self Help,5,46.49,6
Give It Back,Thriller,2,18.32,6
"Girl, Interrupted",Nonfiction,3,42.14,6
Fun Home: A Family Tragicomic,Add a comment,4,56.59,6
"Fruits Basket, Vol. 6 (Fruits Basket #6)",Sequential Art,4,20.96,6
Deception Point,Fiction,4,40.32,6
"Death Note, Vol. 6: Give-and-Take (Death Note #6)",Sequential Art,3,36.39,6
Catherine the Great: Portrait of a Woman,History,4,58.55,6
Better Homes and Gardens New Cook Book,Food and Drink,3,39.61,6
An Unquiet Mind: A Memoir of Moods and Madness,Psychology,3,21.3,6
A Year in Provence (Provence #1),Travel,4,56.88,6
World Without End (The Pillars of the Earth #2),Historical Fiction,4,32.97,5
"Will Grayson, Will Grayson (Will Grayson, Will Grayson)",Young Adult,4,47.31,5
Why Save the Bankers?: And Other Essays on Our Economic and Political Crisis,Nonfiction,2,48.67,5
Where She Went (If I Stay #2),Young Adult,4,41.73,5
What If?: Serious Scientific Answers to Absurd Hypothetical Questions,Default,4,53.68,5
Two Summers,Young Adult,1,14.64,5
This Is Your Brain on Music: The Science of a Human Obsession,Music,1,38.4,5
The Secret Garden,Classics,4,15.08,5
The Raven King (The Raven Cycle #4),Add a comment,2,30.57,5
The Raven Boys (The Raven Cycle #1),Fantasy,4,57.74,5
The Power Greens Cookbook: 140 Delicious Superfood Recipes,Food and Drink,5,11.05,5
The Metamorphosis,Classics,1,28.58,5
The Mathews Men: Seven Brothers and the War Against Hitler's U-boats,History,5,42.91,5
The Little Paris Bookshop,Fiction,3,24.73,5
The Hiding Place,History,4,55.91,5
The Grand Design,Science,3,13.76,5
The Firm,Fiction,3,45.56,5
The Fault in Our Stars,Default,1,47.22,5
The False Prince (The Ascendance Trilogy #1),Fantasy,5,56.0,5
The Expatriates,Fiction,2,44.58,5
The Dream Thieves (The Raven Cycle #2),Default,1,34.5,5
The Darkest Corners,Young Adult,5,11.33,5
The Crossover,Poetry,4,38.77,5
The 5th Wave (The 5th Wave #1),Default,2,11.83,5
Tell the Wind and Fire,Fantasy,3,45.51,5
Tell Me Three Things,Young Adult,1,41.81,5
Talking to Girls About Duran Duran: One Young Man's Quest for True Love and a Cooler Haircut,Nonfiction,4,25.15,5
Siddhartha,Fiction,5,34.22,5
Shiver (The Wolves of Mercy Falls #1),Default,5,16.23,5
Remember Me?,Default,3,11.48,5
Red Dragon (Hannibal Lecter #1),Horror,3,23.37,5
Peak: Secrets from the New Science of Expertise,Science,2,16.28,5
My Mother Was Nuts,Nonfiction,4,31.63,5
Mexican Today: New and Rediscovered Recipes for Contemporary Kitchens,Food and Drink,5,24.91,5
Maybe Something Beautiful: How Art Transformed a Neighborhood,Childrens,1,22.54,5
Lola and the Boy Next Door (Anna and the French Kiss #2),Young Adult,4,23.63,5
Logan Kade (Fallen Crest High #5.5),Academic,2,13.12,5
Last One Home (New Beginnings #1),Fiction,3,59.98,5
Killing Floor (Jack Reacher #1),Thriller,4,31.49,5
Kill the Boy Band,Young Adult,5,15.52,5
Isla and the Happily Ever After (Anna and the French Kiss #3),Young Adult,5,48.13,5
If I Stay (If I Stay #1),Default,5,38.13,5
I Know Why the Caged Bird Sings (Maya Angelou's Autobiography #1),Default,2,36.55,5
Harry Potter and the Deathly Hallows (Harry Potter #7),Default,1,23.32,5
"Fruits Basket, Vol. 5 (Fruits Basket #5)",Sequential Art,1,16.33,5
Foundation (Foundation (Publication Order) #1),Science Fiction,1,32.42,5
Fool Me Once,Default,1,16.96,5
Find Her (Detective D.D. Warren #8),Add a comment,1,22.37,5
Evicted: Poverty and Profit in the American City,Add a comment,1,42.27,5
Drama,Default,2,38.7,5
Dracula the Un-Dead,Horror,5,35.63,5
Digital Fortress,Fiction,5,58.0,5
"Death Note, Vol. 5: Whiteout (Death Note #5)",Sequential Art,1,52.41,5
"Data, A Love Story: How I Gamed Online Dating to Meet My Match",Nonfiction,3,32.35,5
Critique of Pure Reason,Philosophy,1,20.75,5
Booked,Poetry,5,17.49,5
"Blue Lily, Lily Blue (The Raven Cycle #3)",Default,5,34.13,5
Approval Junkie: Adventures in Caring Too Much,Autobiography,5,58.81,5
An Abundance of Katherines,Young Adult,5,10.0,5
America's War for the Greater Middle East: A Military History,History,2,51.22,5
Alight (The Generations Trilogy #2),Default,4,58.59,5
A Girl's Guide to Moving On (New Beginnings #2),Romance,1,31.3,5
A Game of Thrones (A Song of Ice and Fire #1),Add a comment,2,46.42,5
A Feast for Crows (A Song of Ice and Fire #4),Fantasy,4,17.21,5
A Clash of Kings (A Song of Ice and Fire #2),Add a comment,3,10.79,5
Vogue Colors A to Z: A Fashion Coloring Book,Default,4,52.35,4
The Shining (The Shining #1),Default,3,27.88,4
The Pilgrim's Progress,Classics,2,50.26,4
The Perfect Play (Play by Play #1),Romance,3,59.99,4
The Passion of Dolssa,Historical Fiction,5,28.32,4
The Jazz of Physics: The Secret Link Between Music and the Structure of the Universe,Nonfiction,3,38.71,4
The Hunger Games (The Hunger Games #1),Default,5,29.85,4
The Hound of the Baskervilles (Sherlock Holmes #5),Classics,2,14.82,4
The Gunning of America: Business and the Making of American Gun Culture,Nonfiction,4,16.81,4
The Geography of Bliss: One Grump's Search for the Happiest Places in the World,Nonfiction,2,28.23,4
The Demonists (Demonist #1),Fantasy,2,52.11,4
"The Demon Prince of Momochi House, Vol. 4 (The Demon Prince of Momochi House #4)",Sequential Art,2,27.88,4
The Bone Hunters (Lexy Vaughan & Steven Macaulay #2),Thriller,3,59.71,4
The Beast (Black Dagger Brotherhood #14),Fantasy,5,46.08,4
Some Women,Womens Fiction,5,13.73,4
Shopaholic Ties the Knot (Shopaholic #3),Womens Fiction,5,48.39,4
Paper and Fire (The Great Library #2),Fantasy,5,49.45,4
Outlander (Outlander #1),Default,5,19.67,4
"Orchestra of Exiles: The Story of Bronislaw Huberman, the Israel Philharmonic, and the One Thousand Jews He Saved from Nazi Horrors",Music,3,12.36,4
No One Here Gets Out Alive,Music,5,20.02,4
Night Shift (Night Shift #1-20),Horror,4,12.75,4
Needful Things,Horror,4,47.51,4
Mockingjay (The Hunger Games #3),Default,4,20.44,4
Misery,Horror,2,34.79,4
Little Women (Little Women #1),Classics,4,28.07,4
It,Horror,3,25.01,4
Harry Potter and the Sorcerer's Stone (Harry Potter #1),Default,3,13.9,4
Harry Potter and the Prisoner of Azkaban (Harry Potter #3),Young Adult,4,24.17,4
Harry Potter and the Order of the Phoenix (Harry Potter #5),Fantasy,4,31.63,4
Harry Potter and the Half-Blood Prince (Harry Potter #6),Fantasy,5,48.75,4
Harry Potter and the Chamber of Secrets (Harry Potter #2),Fantasy,1,14.74,4
Gone with the Wind,Classics,3,32.49,4
God Is Not Great: How Religion Poisons Everything,Nonfiction,1,27.8,4
Girl With a Pearl Earring,Historical Fiction,1,26.77,4
"Fruits Basket, Vol. 4 (Fruits Basket #4)",Sequential Art,4,50.44,4
Far From True (Promise Falls Trilogy #2),Thriller,2,34.93,4
Dark Lover (Black Dagger Brotherhood #1),Romance,1,12.87,4
Confessions of a Shopaholic (Shopaholic #1),Default,2,48.94,4
Changing the Game (Play by Play #2),Romance,3,13.38,4
Candide,Classics,3,58.63,4
Can You Keep a Secret?,Womens Fiction,1,21.94,4
Atlas Shrugged,Fiction,5,26.58,4
Animal Farm,Classics,3,57.22,4
A Walk to Remember,Romance,1,56.43,4
A New Earth: Awakening to Your Life's Purpose,Spirituality,5,55.65,4
"A History of God: The 4,000-Year Quest of Judaism, Christianity, and Islam",Religion,1,27.62,4
'Salem's Lot,Horror,4,49.56,4
Zero History (Blue Ant #3),Default,1,34.77,3
Wuthering Heights,Classics,3,17.73,3
World War Z: An Oral History of the Zombie War,Default,1,21.8,3
Wild: From Lost to Found on the Pacific Crest Trail,Default,3,46.02,3
"Where'd You Go, Bernadette",Default,1,18.13,3
When You Are Engulfed in Flames,Humor,5,30.89,3
We the People: The Modern-Day Figures Who Have Reshaped and Affirmed the Founding Fathers' Vision of America,Nonfiction,3,31.95,3
We Are All Completely Beside Ourselves,Contemporary,1,24.04,3
Walk the Edge (Thunder Road #2),Young Adult,3,32.36,3
Voyager (Outlander #3),Historical Fiction,5,21.07,3
Very Good Lives: The Fringe Benefits of Failure and the Importance of Imagination,Nonfiction,3,50.66,3
Vegan Vegetarian Omnivore: Dinner for Everyone at the Table,Food and Drink,2,13.66,3
"Unstuffed: Decluttering Your Home, Mind, and Soul",Nonfiction,1,58.09,3
Under the Banner of Heaven: A Story of Violent Faith,Nonfiction,1,30.0,3
Two Boys Kissing,Young Adult,2,32.74,3
Twilight (Twilight #1),Default,2,41.93,3
Twenties Girl,Womens Fiction,2,42.8,3
"Trespassing Across America: One Man's Epic, Never-Done-Before (and Sort of Illegal) Hike Across the Heartland",Nonfiction,1,53.51,3
Three-Martini Lunch,Fiction,3,23.21,3
"Thinking, Fast and Slow",Psychology,1,21.14,3
The Wild Robot,Childrens,3,56.07,3
"The Wicked + The Divine, Vol. 3: Commercial Suicide (The Wicked + The Divine)",Sequential Art,3,14.41,3
The Undomestic Goddess,Womens Fiction,4,45.75,3
The Travelers,Thriller,1,15.77,3
The Tipping Point: How Little Things Can Make a Big Difference,Add a comment,2,10.02,3
The Thing About Jellyfish,Childrens,1,48.77,3
The Stand,Horror,2,57.86,3
The Smitten Kitchen Cookbook,Food and Drink,1,23.59,3
The Silkworm (Cormoran Strike #2),Mystery,5,23.05,3
"The Sandman, Vol. 3: Dream Country (The Sandman (volumes) #3)",Sequential Art,5,55.55,3
The Rose & the Dagger (The Wrath and the Dawn #2),Fantasy,4,58.64,3
The Road to Little Dribbling: Adventures of an American in Britain (Notes From a Small Island #2),Travel,1,23.21,3
The Rise of Theodore Roosevelt (Theodore Roosevelt #1),Biography,3,42.57,3
The Restaurant at the End of the Universe (Hitchhiker's Guide to the Galaxy #2),Science Fiction,1,10.92,3
The Rest Is Noise: Listening to the Twentieth Century,Add a comment,1,34.77,3
The Red Tent,Historical Fiction,5,35.66,3
The Purpose Driven Life: What on Earth Am I Here for?,Add a comment,3,37.19,3
The Purest Hook (Second Circle Tattoos #3),Romance,1,12.25,3
The Picture of Dorian Gray,Classics,2,29.7,3
The Paris Wife,Default,3,36.8,3
The Obsession,Romance,1,45.43,3
The Nightingale,Fiction,4,26.26,3
The New Guy (and Other Senior Year Distractions),Young Adult,3,44.92,3
The Nanny Diaries (Nanny #1),Womens Fiction,5,52.53,3
The Name of God is Mercy,Nonfiction,2,37.25,3
The Maze Runner (The Maze Runner #1),Default,1,20.93,3
The Lover's Dictionary,Default,2,58.09,3
The Lonely Ones,Childrens,5,43.59,3
The Lean Startup: How Today's Entrepreneurs Use Continuous Innovation to Create Radically Successful Businesses,Business,3,33.92,3
The Last Painting of Sara de Vos,Historical Fiction,2,55.55,3
"The Land of 10,000 Madonnas",Young Adult,4,29.64,3
The Infinities,Fiction,1,27.41,3
The Husband's Secret,Fiction,5,52.51,3
The Hitchhiker's Guide to the Galaxy (Hitchhiker's Guide to the Galaxy #1),Add a comment,3,47.8,3
The Guns of August,History,2,14.54,3
The Guernsey Literary and Potato Peel Pie Society,Historical Fiction,1,49.53,3
The Goldfinch,Default,3,43.58,3
The Giver (The Giver Quartet #1),Default,1,12.3,3
The Girl with All the Gifts,Horror,3,49.47,3
The Girl Who Played with Fire (Millennium Trilogy #2),Default,2,22.14,3
The Girl Who Kicked the Hornet's Nest (Millennium Trilogy #3),Add a comment,1,57.48,3
The Exiled,Mystery,3,43.45,3
"The End of Faith: Religion, Terror, and the Future of Reason",Add a comment,4,22.13,3
"The Elegant Universe: Superstrings, Hidden Dimensions, and the Quest for the Ultimate Theory",Science,4,13.03,3
"The Disappearing Spoon: And Other True Tales of Madness, Love, and the History of the World from the Periodic Table of the Elements",Science,5,57.35,3
The Devil Wears Prada (The Devil Wears Prada #1),Womens Fiction,1,44.29,3
The Demon-Haunted World: Science as a Candle in the Dark,Default,4,52.25,3
The Day the Crayons Came Home (Crayons),Childrens,5,26.33,3
The Da Vinci Code (Robert Langdon #2),Fiction,2,22.96,3
The Cuckoo's Calling (Cormoran Strike #1),Mystery,1,19.21,3
The Complete Stories and Poems (The Works of Edgar Allan Poe [Cameo Edition]),Classics,4,26.78,3
The Complete Poems,Add a comment,5,41.32,3
The Catcher in the Rye,Add a comment,1,24.55,3
The Cat in the Hat (Beginner Books B-1),Childrens,2,16.26,3
The Case for Christ (Cases for Christianity),Add a comment,1,47.84,3
The Book Thief,Default,2,53.49,3
The Book of Basketball: The NBA According to The Sports Guy,Sports and Games,5,44.84,3
The Blind Side: Evolution of a Game,Add a comment,5,53.71,3
The Autobiography of Malcolm X,Default,2,23.43,3
"The Art of Simple Food: Notes, Lessons, and Recipes from a Delicious Revolution",Food and Drink,3,34.32,3
The Art of Fielding,Fiction,1,22.1,3
"Surely You're Joking, Mr. Feynman!: Adventures of a Curious Character",Science,2,25.83,3
Stiff: The Curious Lives of Human Cadavers,Nonfiction,3,36.74,3
Spilled Milk: Based on a True Story,Nonfiction,1,49.51,3
Something Borrowed (Darcy & Rachel #1),Womens Fiction,5,48.96,3
Something Blue (Darcy & Rachel #2),Womens Fiction,1,54.62,3
Soldier (Talon #3),Fantasy,2,24.72,3
Shopaholic & Baby (Shopaholic #5),Default,2,46.45,3
Seven Days in the Art World,Add a comment,2,52.33,3
Seven Brief Lessons on Physics,Science,4,30.6,3
Scarlet (The Lunar Chronicles #2),Young Adult,4,14.57,3
Sarah's Key,Add a comment,1,46.29,3
"Saga, Volume 3 (Saga (Collected Editions) #3)",Sequential Art,5,21.57,3
Running with Scissors,Autobiography,4,12.91,3
Rogue Lawyer (Rogue Lawyer #1),Add a comment,3,50.11,3
"Rise of the Rocket Girls: The Women Who Propelled Us, from Missiles to the Moon to Mars",Nonfiction,4,41.67,3
Rework,Business,2,44.88,3
Reservations for Two,Romance,3,11.1,3
Red: The True Story of Red Riding Hood,Childrens,3,28.54,3
Ready Player One,Science Fiction,4,19.07,3
Quiet: The Power of Introverts in a World That Can't Stop Talking,Default,1,43.55,3
Prodigy: The Graphic Novel (Legend: The Graphic Novel #2),Sequential Art,3,43.63,3
Persepolis: The Story of a Childhood (Persepolis #1-2),Sequential Art,1,39.13,3
Packing for Mars: The Curious Science of Life in the Void,Default,2,56.68,3
Outliers: The Story of Success,Nonfiction,1,14.16,3
Original Fake,Sequential Art,3,31.45,3
Orange Is the New Black,Default,2,24.61,3
One for the Money (Stephanie Plum #1),Default,2,32.87,3
Notes from a Small Island (Notes From a Small Island #1),Nonfiction,1,40.17,3
Night (The Night Trilogy #1),Nonfiction,1,13.51,3
Neither Here nor There: Travels in Europe,Travel,3,38.95,3
Naked,Humor,3,31.69,3
Morning Star (Red Rising #3),Default,1,29.4,3
"Miracles from Heaven: A Little Girl, Her Journey to Heaven, and Her Amazing Story of Healing",Nonfiction,1,57.83,3
Midnight Riot (Peter Grant/ Rivers of London - books #1),Fantasy,2,55.46,3
Me Talk Pretty One Day,Autobiography,2,57.6,3
Manuscript Found in Accra,Add a comment,2,34.98,3
Lust & Wonder,Autobiography,2,11.87,3
Lila (Gilead #3),Fiction,3,12.47,3
"Life, the Universe and Everything (Hitchhiker's Guide to the Galaxy #3)",Science Fiction,2,33.26,3
Life Without a Recipe,Autobiography,5,59.04,3
Life After Life,Default,2,26.13,3
Letter to a Christian Nation,Nonfiction,1,22.2,3
Let's Pretend This Never Happened: A Mostly True Memoir,Nonfiction,1,45.11,3
Legend (Legend #1),Young Adult,4,43.69,3
"Lean In: Women, Work, and the Will to Lead",Default,1,25.02,3
"Lamb: The Gospel According to Biff, Christ's Childhood Pal",Humor,5,55.5,3
Lady Renegades (Rebel Belle #3),Young Adult,5,53.04,3
Jurassic Park (Jurassic Park #1),Fiction,1,44.97,3
It's Never Too Late to Begin Again: Discovering Creativity and Meaning at Midlife and Beyond,Nonfiction,1,42.38,3
Is Everyone Hanging Out Without Me? (And Other Concerns),Default,3,20.11,3
Into the Wild,Nonfiction,5,56.7,3
Inferno (Robert Langdon #4),Fiction,5,41.0,3
"In the Garden of Beasts: Love, Terror, and an American Family in Hitler's Berlin",Nonfiction,3,28.85,3
If I Run (If I Run #1),Christian Fiction,4,49.97,3
I've Got Your Number,Womens Fiction,1,19.69,3
I Am Malala: The Girl Who Stood Up for Education and Was Shot by the Taliban,Nonfiction,2,28.88,3
Hungry Girl Clean & Hungry: Easy All-Natural Recipes for Healthy Eating in the Real World,Food and Drink,3,33.14,3
"House of Lost Worlds: Dinosaurs, Dynasties, and the Story of Life on Earth",History,2,43.7,3
House of Leaves,Horror,1,54.89,3
Horrible Bear!,Childrens,2,37.52,3
Holidays on Ice,Humor,2,51.07,3
Heir to the Sky,Fantasy,4,44.07,3
Green Eggs and Ham (Beginner Books B-16),Childrens,4,10.79,3
"Grayson, Vol 3: Nemesis (Grayson #3)",Sequential Art,1,42.72,3
Gratitude,Nonfiction,5,26.66,3
Gone Girl,Default,5,37.6,3
Golden (Heart of Dread #3),Young Adult,4,42.21,3
Girl in the Blue Coat,Historical Fiction,2,46.83,3
"Fruits Basket, Vol. 3 (Fruits Basket #3)",Sequential Art,2,45.17,3
"Friday Night Lights: A Town, a Team, and a Dream",Sports and Games,3,51.22,3
Fire Bound (Sea Haven/Sisters of the Heart #5),Add a comment,4,21.28,3
Fifty Shades Freed (Fifty Shades #3),Adult Fiction,5,15.36,3
Fellside,Default,1,38.62,3
Extreme Prey (Lucas Davenport #26),Mystery,3,25.4,3
Eragon (The Inheritance Cycle #1),Fantasy,3,43.87,3
Eclipse (Twilight #3),Default,1,18.74,3
Dune (Dune #1),Science Fiction,1,54.86,3
Dracula,Default,3,52.62,3
Do Androids Dream of Electric Sheep? (Blade Runner #1),Science Fiction,1,51.48,3
